1,,,,,,,,,,,,,
2,Мобільний телефон Apple iPhone 15 128GB Black (MTP03),"35 499
ГРН",,0 відгуків,"{https://brain.com.ua/static/images/prod_img/8/9/U0854689_1739047983.jpg,https://brain.com.ua/static/images/prod_img/8/9/U0854689_2_1739047984.jpg,https://brain.com.ua/static/images/prod_img/8/9/U0854689_3_1739047986.jpg}",U0854689,"{'"Інші'": {'"Модель'": '"iPhone 15 128GB Black'", '"Артикул'": '"MTP03'", '"Виробник'": '"Apple'", '"Примітка'": '"Виробник може змінювати властивості, характеристики, зовнішній вигляд і комплектацію товарів без попередження'", '"Штрихкод'": '"195949036019'", '"Гарантія, міс'": '"12'"}, '"Камера'": {'"Основна камера'": '"48 + 12 Mpx'", '"Функції камери'": '"панорама,  розпізнавання обличчя,  геотегінг,  спалах,  автофокус'", '"Фронтальна камера'": '"12 Mpx'", '"Метод стабілізації'": '"оптична'", '"Діафрагма основної камери'": '"f/1.6 + f/2.4'", '"Запис відео основної камери'": '"4K / 3840x2160 / стереозвук'", '"Діафрагма фронтальної камери'": '"f/1.9'", '"Кількість модулів основної камери'": '"2'", '"Кількість модулів фронтальної камери'": '"1'"}, '"Дисплей'": {'"Тип дисплея'": '"OLED'", '"Діагональ екрану'": '"6.1\'"'", '"Частота оновлення екрану'": '"60 Гц'", '"Роздільна здатність екрану'": '"1179 х 2556'"}, '"Процесор'": {'"Процесор'": '"Apple A16 Bionic'", '"Кількість ядер'": '"6 core'"}, '"Додатково'": {'"Безпека'": '"FaceID'", '"Оснащення'": '"пило/вологозахист,  гіроскоп,  бездротове заряджання'", '"Особливості'": '"IP68 certified'", '"Вбудовані датчики'": '"датчик освітлення,  компас,  акселерометр,  датчик наближення,  гіроскоп,  барометр'"}, '"Інтерфейси'": {'"Інтерфейси і підключення'": '"USB Type-C'"}, '"Функції пам''яті'": {'"Вбудована пам''ять'": '"128 Gb'"}, '"Бездротові технології'": {'"Навігація'": '"BeiDou,  Galileo,  QZSS,  iBeacon,  GPS,  A-GPS'", '"Бездротові підключення'": '"Bluetooth,  WI-FI,  NFC'"}, '"Основні характеристики'": {'"Форм-фактор'": '"моноблок'", '"Формат SIM-карти'": '"e-sim,  Nano'", '"Кількість SIM-карт'": '"1 SIM + e-sim'", '"Покоління зв''язку (2G /3G/4G/5G)'": '"2G,  3G,  4G,  5G'"}, '"Програмне забезпечення'": {'"Органайзер'": '"калькулятор,  телефонна книга,  диктофон,  секундомір,  нотатки,  будильник,  світовий час,  годинник,  календар'", '"Мультимедіа'": '"FM-радіо,  мобільні сервіси Google,  соціальні мережі,  відеоплеєр,  музичний плеєр,  ігри'", '"Операційна система'": '"iOS 17'"}, '"Фізичні характеристики'": {'"Вага'": '"171 г'", '"Колір'": '"чорний'", '"Розміри (мм)'": '"147.6 x 71.6 x 7.80 мм'", '"Особливості корпусу'": '"водонепроникні'"}}",чорний,128 Gb,"6.1'"",1179 х 2556,Apple,iPhone 15 128GB Black
3,Мобільний телефон Samsung Galaxy A07 4/128Gb Black (SM-A075FZKGSEK),"4 199
ГРН","4 899
ГРН",2 відгука,"{https://brain.com.ua/static/images/prod_img/5/4/U1074754_1755662748.jpg,https://brain.com.ua/static/images/prod_img/5/4/U1074754_2_1755662749.jpg,https://brain.com.ua/static/images/prod_img/5/4/U1074754_3_1755662750.jpg,https://brain.com.ua/static/images/prod_img/5/4/U1074754_4_1755662751.jpg,https://brain.com.ua/static/images/prod_img/5/4/U1074754_5_1755662752.jpg,https://brain.com.ua/static/images/prod_img/5/4/U1074754_6_1755662753.jpg,https://brain.com.ua/static/images/prod_img/5/4/U1074754_7_1755662754.jpg,https://brain.com.ua/static/images/prod_img/5/4/U1074754_8_1755662755.jpg,https://brain.com.ua/static/images/prod_img/5/4/U1074754_9_1755662756.jpg}",U1074754,"{'"Інші'": {'"Модель'": '"Galaxy A07 4/128Gb Black'", '"Артикул'": '"SM-A075FZKGSEK'", '"Виробник'": '"Samsung'", '"Примітка'": '"Виробник може змінювати властивості, характеристики, зовнішній вигляд і комплектацію товарів без попередження'", '"Штрихкод'": '"8806097652144'", '"Гарантія, міс'": '"12'"}, '"Камера'": {'"Основна камера'": '"50 + 2 Mpx'", '"Функції камери'": '"автофокус,  спалах,  геотегінг'", '"Фронтальна камера'": '"8 Mpx'", '"Метод стабілізації'": '"цифровий'", '"Діафрагма основної камери'": '"f/1.8 + f/2.4'", '"Запис відео основної камери'": '"Full HD / 1920х1080 / стереозвук'", '"Діафрагма фронтальної камери'": '"f/2.0'", '"Запис відео фронтальної камери'": '"Full HD/1920х1080/стереозвук'", '"Кількість модулів основної камери'": '"2'", '"Кількість модулів фронтальної камери'": '"1'"}, '"Дисплей'": {'"Тип дисплея'": '"PLS'", '"Матеріал екрану'": '"скло'", '"Діагональ екрану'": '"6.7\'"'", '"Частота оновлення екрану'": '"90 Гц'", '"Роздільна здатність екрану'": '"1600 х 720'"}, '"Процесор'": {'"Процесор'": '"MediaTek Helio G99'", '"Відеоядро'": '"ARM Mali-G57'", '"Кількість ядер'": '"8 core'", '"Частота процесора'": '"2.2 GHz'"}, '"Додатково'": {'"Безпека'": '"FaceUnlock,  Fingerprint'", '"Оснащення'": '"гіроскоп,  швидке заряджання'", '"Особливості'": '"Fast Charge 25W'", '"Вбудовані датчики'": '"G-sensor,  гіроскоп,  датчик наближення,  датчик освітлення'"}, '"Інтерфейси'": {'"Інтерфейси і підключення'": '"audio 3.5 мм,  USB Type-C'"}, '"Акумулятор'": {'"Ємність акумулятора'": '"5000 mAh'"}, '"Функції пам''яті'": {'"Вбудована пам''ять'": '"128 Gb'", '"Оперативна пам''ять'": '"4 Gb'", '"Розширення пам`яті'": '"microSD, до 1 Тb'"}, '"Бездротові технології'": {'"Навігація'": '"BeiDou,  GPS,  ГЛОНАСС'", '"Бездротові підключення'": '"WI-FI,  Bluetooth'"}, '"Основні характеристики'": {'"Форм-фактор'": '"моноблок'", '"Формат SIM-карти'": '"Nano'", '"Кількість SIM-карт'": '"2 SIM'", '"Покоління зв''язку (2G /3G/4G/5G)'": '"2G,  3G,  4G'"}, '"Програмне забезпечення'": {'"Органайзер'": '"нотатки,  телефонна книга,  диктофон,  секундомір,  калькулятор,  будильник,  світовий час,  годинник,  календар'", '"Мультимедіа'": '"ігри,  FM-радіо,  мобільні сервіси Google,  соціальні мережі,  відеоплеєр,  музичний плеєр'", '"Операційна система'": '"Android 15'"}, '"Фізичні характеристики'": {'"Вага'": '"184 г'", '"Колір'": '"чорний'", '"Розміри (мм)'": '"167.4 x 77.4 x 7.6 мм'", '"Матеріал корпуса'": '"пластик'", '"Комплект постачання'": '"кабель,  телефон,  документація'", '"Особливості корпусу'": '"каплевидний виріз'"}}",чорний,128 Gb,"6.7'"",1600 х 720,Samsung,Galaxy A07 4/128Gb Black
